SHG_ID,REGION,FORMATION_YEAR,SHG_AGE_YEARS,GROUP_SIZE,BANK_LINKED,AVG_MONTHLY_SAVINGS,SAVINGS_STD,SAVINGS_REGULARITY_PCT,TOTAL_INTERNAL_LENDING,EMI_MISS_RATE,AVG_REPAYMENT_DELAY,ATTENDANCE_AVG,ATTENDANCE_STD,MEMBER_DROPOUT_RATE,MEETING_REGULARITY,LEADERSHIP_CHANGES,SAVINGS_GROWTH_RATE,LOAN_UTILIZATION_SCORE,LOAN_TO_SAVINGS_RATIO,INCOME_STABILITY_PROXY,ANOMALY_SCORE,SUDDEN_SAVINGS_JUMP,ATTENDANCE_DROP_FLAG,PAST_DEFAULT_FLAG,FINANCIAL_DISCIPLINE_SCORE,STABILITY_SCORE,GROWTH_READINESS_SCORE,BEHAVIORAL_SAFETY_SCORE,FINAL_CREDIT_SCORE
SHG_1015,Rural-East,2018,6,18,1,3325.9722084409177,1055.460584011007,88.14631437520094,29933.74987596826,0.08906075901231646,2.4845910916410383,75.94018937589493,10.006051274678814,0.04811836181023301,85.09408775740263,3,0.2925959364753289,79.52161789713671,0.6584557395791453,53.52843737002149,0.6424192782063156,1,0,1,100.0,53.00819337387104,77.55683719868834,36.45484330762106,68.39071014259832
SHG_1016,Rural-South,2019,5,15,0,2127.468182996363,785.7755812734633,97.6092096569983,12764.809097978177,0.01842190209476343,8.121091076595825,75.44410551203097,14.495477329710885,0.1636620629994292,79.56926890881284,4,0.2879501243877818,41.39631614414955,2.091830661695659,64.09273873867,0.11816482762165625,1,1,1,100.0,39.50305019640074,42.657159319458266,52.91011034270062,64.52413395658184
SHG_1017,Rural-South,2012,12,16,0,2001.840384143525,828.942846779884,95.09888054108211,12011.04230486115,0.23619012903870654,8.483761630739572,99.62020568002694,7.364029799848544,0.3170118232802558,95.75238255529035,0,0.12159761095000733,85.05226406748984,1.9599943229863013,55.15619344179663,0.9025529066795667,1,0,0,100.0,78.10289698899845,49.94311717060438,45.846825599226,73.42288575594152
SHG_1018,Rural-East,2012,12,16,1,3429.54985419742,1026.4574661077418,72.80198404122447,34295.4985419742,0.11806283374317529,2.373757226268745,98.0024786820322,14.35789291018823,0.13650670582071098,79.85993636109748,1,0.21900738243081536,85.1424717662608,2.041473896196867,89.48090713972769,0.09120610304869037,0,0,1,95.40830420305375,72.31273895697788,61.034577781879385,69.52763381707858,76.30325845731375
SHG_1019,Rural-East,2022,2,17,0,4173.909820548368,257.55876001664427,81.98115529294942,29217.368743838575,0.310286027716011,6.477588725653746,84.72872253265044,3.3145947895962733,0.12281487376389934,91.18726681469488,2,-0.017460487743240098,45.09026284511152,2.470607072702586,68.71353978780601,0.3706421470668909,1,0,1,100.0,69.83861383457894,5.194042596257411,52.76147117598654,65.28948005783921
SHG_1020,Rural-South,2023,1,14,1,2663.0581820219736,1147.2485773838587,99.44004255291483,29293.64000224171,0.0727365392507385,0.0,96.25417540378945,3.4455672699799673,0.4,73.56453748804216,2,-0.002989501289158057,78.95261812696381,1.9412987343839314,79.16843825485799,0.9621725484745419,1,0,1,100.0,70.11949467981349,31.482440846407876,17.26964709152748,62.666032380106294
SHG_1021,Rural-North,2021,3,15,1,2269.0730888638896,485.7120862818607,94.7439651275784,34036.09633295835,0.20393890325031144,4.147061045553656,85.1759455254105,11.044732956800024,0.16552531283708394,71.36339141024374,4,0.062385275836892115,97.02468904459352,2.258580324560016,72.78283763928565,0.6201325978015367,0,1,0,100.0,53.301253463767125,47.632403930703035,47.792044131907794,65.68488786975536
SHG_1022,Rural-West,2022,2,16,1,3952.8702321950523,388.1211597237613,78.54793619759928,23717.221393170315,0.4801013099360822,0.0,92.55180078827794,10.90150524320043,0.3431881662465971,95.98191668501225,3,-0.03191253195752424,41.58201846983512,1.128219407131709,90.52766653909165,0.9872761293149445,1,1,1,91.79689216800044,56.74246784657353,12.093951989944491,0.763432241103331,49.16049119281909
SHG_1023,Rural-North,2013,11,15,0,3965.167012683483,794.1307153521351,75.23563426524086,27756.16908878438,0.11579848284885043,4.031462198309099,90.75949660722043,14.281954488471564,0.1973718726413038,98.62153081776167,1,0.19246985378035197,53.71856833020776,1.777741505692885,80.90641202289478,0.3581627180328405,1,0,1,100.0,62.7262763154024,41.10559140622381,53.51023691802956,66.61056845099758
SHG_1024,Rural-West,2014,10,15,0,1220.7012219700139,871.5731955927996,80.81230803615173,12207.012219700138,0.12433168781283918,10.159479079312469,76.13931464849588,3.7421979698583296,0.15576966890879537,76.38892484526733,4,0.004548590234707897,40.87267994007291,1.0712926293745133,79.49588434273166,0.3922440450997323,0,1,0,100.0,53.41789032831407,16.49909775721259,61.46535729401606,62.49894525976582
SHG_1025,Rural-East,2022,2,20,0,3594.905246025879,1104.1586944937485,73.93021868093201,46733.76819833643,0.3613967127047882,0.0,78.36543024953045,14.740423478711202,0.11201224928970403,72.27589984325992,4,0.0015518887642596846,47.682750337466345,0.6341859257270476,56.94135863247051,0.6408747448032146,1,1,0,82.02605607916522,44.19643210348884,23.72238944837459,46.547515311807125,52.47481054246263
SHG_1026,Rural-South,2017,7,20,0,1347.0433916032011,545.6672833238632,95.87153639624047,12123.39052442881,0.4671928252375612,0.0,63.548101350282224,3.5682663243078103,0.12937814894007035,90.71184485888097,4,-0.03427514406356043,87.96462393454256,1.6813808568799973,54.08795159744359,0.8735786241067772,1,1,1,94.48847399051681,42.09105580351004,35.21471021805831,7.585282553593366,56.575274977874095
SHG_1027,Rural-East,2014,10,9,1,1541.6976859289211,261.07795985486376,71.07510592588815,9250.186115573528,0.20647697245126959,2.3496898170901357,84.73019086121184,6.795877314407042,0.003554466896058438,85.35032326346999,4,0.16284539410612625,46.430320680386565,1.2843072070116004,76.63086332275115,0.24247050363472966,1,0,1,100.0,64.43295940808106,37.12518204487428,60.45176978191623,68.21650111397884
SHG_1028,Rural-North,2016,8,15,0,1709.651323362767,577.2841631046226,60.802847911109055,20515.815880353206,0.09616500748689896,5.309336395186578,87.16409276577959,12.259226101895397,0.2952877601888584,92.36318422552989,3,0.12266381849187173,47.65481816773382,0.9243069927571939,68.15411481993175,0.6459172413316012,0,0,0,100.0,51.64151103595077,35.918093177607346,61.244965520103925,66.70541105053823
SHG_1029,Rural-East,2012,12,15,0,1810.972638937389,556.0967258978462,99.46060995171919,10865.835833624335,0.04449574445868373,0.09614458526903835,67.46268096205223,5.706237193020012,0.0875585786297208,81.93566797137225,3,0.33778817331014754,91.93042755363882,2.097558556088416,62.895141352246995,0.17088758739006582,0,0,1,100.0,48.11285318523939,78.91236888069368,64.74674475659606,75.53455810548458
SHG_1030,Rural-West,2019,5,12,0,2579.465844343381,771.6126894698998,71.19916374641137,20635.726754747047,0.31368289813302636,0.0,80.3044151473782,5.151326521396043,0.2803032296189584,74.63088145822607,2,0.14245604074192697,71.95536595309515,0.4140117810093392,66.83021390969603,0.13441467693897424,1,1,0,90.24335042787409,56.9106941369446,56.955850212813615,76.93511938366154,68.61236643554693
SHG_1031,Rural-West,2012,12,17,0,2018.4250568828922,881.5027222239293,90.40911439558747,14128.975398180246,0.5177878868567182,0.0,97.18116576991304,12.798052301240478,0.18776346402097255,92.23361947870177,3,0.17978924527196471,90.50972660549633,0.6074992285778369,89.76336559299452,0.20162732004774453,0,0,1,83.60328553136173,65.31296444758557,71.02055156731086,62.90236079713533,70.03062686153162
SHG_1032,Rural-East,2017,7,17,1,2815.5617139026376,865.1972206962001,80.92261699076477,50680.110850247474,0.14528598106361065,9.685701625968456,77.56539634280874,6.900277582523799,0.017765335525888316,76.96638085440452,1,0.3098298293098274,63.033473282392684,1.4958162944507751,95.32360554822735,0.6242379959139921,1,1,0,99.7085416301249,65.57444982274465,63.03313313100869,47.545720245160474,70.74604785194963
SHG_1033,Rural-South,2015,9,16,1,2632.1555040964613,534.9056146570861,65.57088290653549,31585.866049157536,0.20831387838555163,17.624157146826377,91.54388844898122,3.9717734365257655,0.07958102345113333,87.0966905461395,4,0.2549834742962762,92.60593820570497,1.0525798471749965,91.06286523360063,0.11063173695520723,1,0,1,98.55745865954134,71.59451938710497,77.74094106157617,68.36209578268756,82.34708377476412
SHG_1034,Rural-West,2012,12,17,1,2284.100051765303,997.2953657795537,65.99669709395096,18272.800414122423,0.061264747977895474,9.841344685120745,87.75793777868401,9.05541776351875,0.13889576364907744,87.50175384298362,4,0.11034056670545593,67.72034821864796,2.3840233471459937,57.66757015580401,0.5862298320167972,0,0,0,96.78986441369945,59.33560591649842,34.800890158675536,64.82621007899218,67.59030242012517
SHG_1035,Rural-West,2013,11,16,1,2337.723024263878,1072.1239089441515,97.28473129934449,35065.84536395817,0.15992172973048627,5.3433041456747885,66.10156171657046,9.491748682168572,0.020094922735905595,97.76705538720329,1,0.1303357485616528,46.79428275044532,2.466650637717136,91.94490432229671,0.12466268120326685,0,0,1,99.746854724396,50.90766638853195,23.98365437592844,67.52023912780399,67.1007910545123
SHG_1036,Rural-East,2016,8,15,0,2544.5799298309557,791.2754357449293,75.96010815480521,43257.85880712625,0.24169735491237662,0.5031963915220143,73.33996686764577,7.176193016682263,0.2825208155674666,92.12503744329246,0,0.13088717635592284,53.47628937639892,1.2953669354919255,57.04285101898999,0.1763869865062233,0,1,1,94.87765598592414,53.427702624928386,37.42929930461469,49.4167808096266,63.70880607081314
SHG_1037,Rural-South,2021,3,17,0,3143.551288088692,562.3938991166331,83.22353401112174,50296.820609419075,0.17484713790881706,0.0,99.87497007383789,8.528535134306154,0.08736242293726718,96.94162868322141,0,0.032055856192802865,51.441263239819996,0.38040926926580876,73.60334725549995,0.5648411332626164,0,0,0,100.0,86.1462309951798,31.668186532901863,66.10953200424302,72.18087669258189
SHG_1038,Rural-West,2018,6,14,1,2296.018226063316,724.3902693275801,77.63050987752912,29848.23693882311,0.47922537671362897,5.222210788833097,94.47142484054069,14.299501007737225,0.050024060907158406,70.76159066981035,0,0.012461038946476134,82.95833373084386,1.7496326722023332,51.354799625174174,0.22197216193294944,1,1,1,84.84007874102568,75.31106119496968,37.27326353446479,46.68167028402303,64.12314095007497
SHG_1039,Rural-South,2017,7,16,0,2578.9966221098675,378.5446620543336,86.10984431407499,33526.956087428276,0.176435913817012,1.751075154702415,94.22785872425143,12.79285823937089,0.4,96.89007455563359,0,-0.04479923059570559,45.13051185126808,0.7573497613212601,51.32661019369099,0.18143543508979731,0,1,1,100.0,62.87642883700636,15.643601348706097,49.11387389461217,63.71315792900279
SHG_1040,Rural-West,2022,2,14,1,3239.221615365521,1017.4435617384408,73.67269406791505,48588.324230482816,0.10775015594425263,0.0,84.96595631396536,7.322351478486126,0.004938748811755665,92.90817382479283,0,0.006045270306581009,92.10807855387478,1.37234863614893,94.72761134470457,0.7998552559473152,0,0,1,96.36542918839305,75.98158458731179,45.011490479923154,27.00868464316109,67.50990672262006
SHG_1041,Rural-North,2012,12,19,1,4224.191630746458,457.8876854332023,65.57424296291296,63362.87446119687,0.2587376931269793,6.085490232170026,70.89229306077476,2.2390787951170674,0.019827271025263618,94.89225411121605,4,0.03256850870424127,40.65974971950883,0.601148386151376,95.00093209240526,0.8738900775625152,1,1,1,97.57763452386088,55.41230766562374,23.494883787003243,7.566595346249088,56.54481194592406
SHG_1042,Rural-South,2015,9,10,1,3832.3795555700613,375.3712786234496,96.5764778369984,30659.03644456049,0.2761540026336771,0.0,66.65133475024318,11.594437013542816,0.25408463679930404,78.660812103121,0,0.09226908658597964,83.14275431105473,0.9536677743709852,78.32023201484486,0.47605040219909966,1,1,0,100.0,42.57462486201964,53.32860078198251,56.43697586805402,67.75694974428541
SHG_1043,Rural-West,2017,7,12,1,2576.2566455581755,414.9403785907567,61.24732540245139,36067.593037814455,0.23594619532996505,4.732058887872169,83.87371395667557,6.345170580620491,0.11652029584995799,84.86473948618595,4,0.2253609585710944,66.08964031622477,0.8420844731260351,90.95511588371,0.7994158789689793,1,1,0,98.27808028242204,59.598697425932656,59.96042343325791,37.035047261861244,70.0986190422671
SHG_1044,Rural-West,2013,11,9,0,2997.447969773757,560.9738969400269,63.66328293306537,32971.92766751133,0.07129792567732494,2.6425286859479433,94.91783343505634,11.518923523324295,0.1787027268577801,77.49004026577558,1,0.14576998545725617,53.27256650917613,2.4728696175926235,97.20296698433066,0.0394268113685059,0,0,0,100.0,70.94701613275598,29.67298121963543,97.63439131788965,76.54996000989367
SHG_1045,Rural-East,2021,3,11,0,3154.7877877108317,233.94597858579885,87.8968106898736,34702.66566481915,0.19626404554303195,8.089004184235748,93.7819759414028,6.1483061521623235,0.029613713332584817,90.88866327634419,3,0.08594998550722645,83.48600629172569,0.4437839497576732,65.76451689153052,0.5394912923753372,0,0,1,100.0,76.21946002550462,56.8553304378412,42.63052245747977,75.56484845160014
SHG_1046,Rural-East,2018,6,15,0,3325.4756315749078,1085.9777482361872,84.63452752729218,36580.231947323984,0.03824786352486293,4.28210327874247,99.9173644213335,6.559253600872232,0.06644979683695215,96.21031342559016,3,0.343633387679718,86.0964048318711,1.2190869207681343,71.06785011385351,0.7375823015888915,0,1,1,100.0,80.38826822680875,83.14115405454373,15.745061904666514,74.51972002792073
SHG_1047,Rural-West,2020,4,19,1,2259.711609529097,487.23899165408176,71.85232481823961,36155.385752465554,0.09865057418200751,5.405288395219125,87.1858913077228,4.837300542245834,0.2027187061191998,84.0220453374961,3,0.19536455568428307,50.02203676552451,2.4805709775013485,61.58358506917217,0.9427317741351257,1,1,1,100.0,64.2723824122598,33.61240092141789,3.436093551892462,61.2038697140866
SHG_1048,Rural-North,2018,6,8,0,2731.3349151262546,430.66981171775865,67.06112128022033,43701.35864202007,0.43851220016071757,0.26277702146029736,62.313707062535855,14.598334191830547,0.4,94.47499374971854,3,0.03977622873466426,53.42905688935738,1.48134373036551,79.64699674208515,0.5800862078378112,1,1,1,89.57933014167504,19.795706032339197,24.97983173885006,25.194827529731327,45.14683705220355
SHG_1049,Rural-West,2013,11,19,0,2209.97197992051,329.51492128280415,95.54992319475909,22099.7197992051,0.2303465945480959,6.00674073992215,82.03429482436557,3.130827878848332,0.03467208906016102,84.87627205236312,2,-0.017581513636940833,53.21099211698868,1.8031692800511112,53.80654297451501,0.8512069140487687,0,0,1,100.0,70.89041780734114,15.391459393351415,23.927585157073878,61.3609132661505
SHG_1050,Rural-North,2013,11,10,1,4521.5459406988975,1024.6809659251492,73.91236831608772,27129.275644193385,0.2126922258560492,6.775291315885243,91.89704086427713,10.559873850559532,0.24801930430238875,88.55834134645553,4,0.2510866558230565,49.51630631758442,2.237915670237643,93.5921763872616,0.029247283034559146,1,1,0,91.04547988352087,57.30442007151014,41.93685712741629,83.24516301792644,71.4687953644946
SHG_1051,Rural-West,2017,7,18,0,2203.741305122163,943.5082562916077,66.43039584193232,39667.34349219893,0.09419212303926341,11.670711175643792,71.48152532699652,10.020049938884648,0.16864294357569212,86.19956139147567,0,0.26193815806045745,46.4188383296175,1.9742613855044617,77.06332893380551,0.9629920038589946,0,1,1,96.34934747478437,52.71174765730726,43.4897908809897,2.220479768460322,57.165004294461234
SHG_1052,Rural-East,2018,6,12,0,2986.3172077732315,302.50972799067927,97.48913948945804,35835.80649327878,0.21134994236149712,1.5720050601577227,62.69402405875087,9.568215982291552,0.4,99.2046690753219,3,0.33755114211427656,84.97910990457548,0.5861897282873904,87.91315979645113,0.02458691645880151,0,0,0,100.0,26.212164880001012,86.80408517015935,98.52478501247191,72.82531731507689
SHG_1053,Rural-South,2016,8,13,0,2395.1692744008033,970.4074178077932,87.33181506426021,33532.369841611246,0.03962469991466534,0.0,91.79238194999718,11.017868935159353,0.23253921200340041,74.53173675342701,1,0.12293392041704075,96.61695521005593,1.2234000972374692,81.92629738320429,0.3975943979627943,1,0,0,100.0,66.26937074766994,62.9350427981787,76.14433612223235,76.22129287898011
SHG_1054,Rural-North,2013,11,17,0,2463.5311869156017,1094.0992036791345,69.19818423564345,34489.43661681842,0.20263082950227632,2.6235843836178865,94.57432999358548,8.151728786990244,0.1877311860323871,92.83071972828996,0,0.20048812865256616,47.87469266094325,0.37155759488075424,96.04239239078434,0.616650314520738,0,1,0,88.74592972199653,77.2830080079017,49.81093027582785,48.00098112875572,71.88608788891037
SHG_1055,Rural-South,2012,12,16,0,1675.4259977587815,325.18579220255043,87.42261148915885,25131.38996638172,0.17504055028326596,0.0,83.27885607657595,5.49691425765627,0.06748833770940453,72.17340663383676,2,0.1069974225626739,68.79633008302741,1.6200452058624684,64.58312893546517,0.6949818861265425,0,1,0,100.0,67.98302545901225,41.157127110437564,43.30108683240745,70.88307919483691
SHG_1056,Rural-West,2015,9,20,0,1726.4190854966296,442.04501586252746,99.46650373068586,25896.286282449444,0.08905416592782751,3.8643814633310827,82.38594733947656,2.1270210164493877,0.4,70.996093263741,1,-0.018568601137991705,63.815396572095764,0.5919746588947328,78.3770424130779,0.6894649691372657,0,0,1,100.0,60.833522119737296,31.325208535540582,33.632101851764055,65.32175770946155
SHG_1057,Rural-East,2021,3,13,1,2105.229746908787,304.5678403344003,85.45720998174546,35788.90569744938,0.1285702721353818,0.11837933376655663,94.83876494984342,11.283130117721562,0.06931294155511604,96.84449968181583,4,0.16903695046149447,89.03786619774962,1.2951002259402604,82.17888475982625,0.5264026609361132,1,0,1,100.0,66.52649114637292,63.34635196650703,43.41584034383321,74.2028063620016
SHG_1058,Rural-East,2016,8,16,1,1978.8655971084413,1071.7835665922016,68.76855949432178,27704.11835951818,0.17819393940643366,0.8242105747226809,86.34831102003504,8.476544313890807,0.38309671187528865,99.2437948644035,0,0.21013027453877475,51.972547055748706,1.7965021333488411,53.60992044895879,0.030652502205806065,0,1,1,90.28519954613083,60.852589368354536,42.02714411131146,58.160849867651635,64.97436083940521
SHG_1059,Rural-East,2021,3,16,0,3372.836881731734,927.169069766308,89.70826084799924,20237.021290390403,0.24340420252117667,0.0,61.6043676564993,13.27140944959183,0.01345338645033101,96.20269714244982,3,0.31028074560450336,65.30325561240733,0.9090211539171136,79.61751642966811,0.912363345616691,1,0,1,96.19888673301477,36.14054085897586,69.1434736086479,20.258199262998545,60.02619897986176
SHG_1060,Rural-North,2021,3,14,1,3681.2322797807165,933.113022415281,65.2627074050904,29449.85823824573,0.3259825689330292,2.251060126039058,69.88924297612708,13.319748716542648,0.4,74.90571617755069,4,0.10643261466070426,98.16473934011725,0.8678935519424806,82.8368332270646,0.3251900642246949,0,0,0,84.61742332657005,25.905544516275903,64.72760894781501,80.4885961465183,65.52126309270034
SHG_1061,Rural-East,2013,11,10,0,1255.2810796080837,273.4967473300127,66.79031620350163,7531.686477648502,0.11059710637001652,1.037460501032125,69.9485709035052,10.02288482585239,0.0635811070766954,92.09206045196922,1,0.21552181104872203,68.47785254498883,2.1571749877322337,90.28350764750266,0.5853543643967521,1,1,0,100.0,52.37786482941452,49.691928950982074,49.87873813619487,69.72429040105882
SHG_1062,Rural-North,2017,7,14,0,2292.7662833434374,469.7496115169896,62.28347424357259,38977.026816838435,0.16321740687118472,0.0,72.64624419907003,8.594052512949101,0.27378883614832533,84.6653974077076,1,0.2167457030184417,48.379075285378775,0.3659418977198915,65.39649707955954,0.7046807627366467,0,0,1,100.0,48.38182773759809,52.10939435168114,32.7191542358012,62.63632965284362
SHG_1063,Rural-South,2019,5,19,0,2721.2553220759423,643.7502193045711,94.72569017510021,32655.06386491131,0.08496569059119848,6.9740913278356285,87.32992113158583,8.463271932109555,0.28365593018860913,97.92846086520933,1,0.22581070041262447,80.59080314663478,0.7744853352749779,82.94427351163286,0.3938644056541585,0,1,1,100.0,62.82775760551,69.25588325529598,36.36813566075048,72.92073426379822
SHG_1064,Rural-West,2017,7,11,1,2742.1083721912264,1199.4137257706666,61.92848155442224,27421.083721912262,0.07456778444785453,2.4857197392133017,82.68065043946672,11.599839720267244,0.10016785359915822,94.23537825823776,0,0.2549140539106463,87.86881893151806,1.2582832925884526,90.89171080875107,0.12020905537060844,0,0,1,90.86188072852063,64.75412863117968,73.24471148748077,67.78745667776349,75.53109176327689
SHG_1065,Rural-East,2012,12,8,1,1477.581933250899,895.4672066898622,75.54232405081383,19208.565132261687,0.0500673766809784,0.0,62.92783695073774,9.844831713957912,0.21508800114617996,95.90000948715476,0,0.1576327140544872,68.75091265778386,0.3564125447741585,67.06239138130782,0.38019561878585706,0,0,1,100.0,42.510518848141054,57.31517292301551,52.18826287284858,66.31184041294705
SHG_1066,Rural-South,2013,11,14,1,3318.056345607712,807.9050927934446,90.59533046168514,23226.394419253986,0.5080623051584658,6.352507178205216,62.41069561158243,14.147668348471687,0.09494379346655916,78.54618705885768,1,0.07291598597051462,88.1815538699598,1.48615480868556,65.56538495780018,0.6103337833109184,1,1,0,85.61738202471335,38.635741854754045,49.769612168953145,48.3799730013449,60.851972500434044
SHG_1067,Rural-West,2017,7,20,1,2017.3411478226303,321.88609333694757,67.24597398138721,12104.046886935783,0.04127633812053058,0.0,64.27507692378975,9.375058855175746,0.38389023632541897,88.99454126782067,2,0.33056133688266276,76.09670920877987,2.1022154907389385,94.2103231674204,0.22807977194893247,0,1,1,100.0,31.6693968445621,68.50766202527595,46.31521368306406,63.83843270810468
